year,climate_zone,continent,mean_intensity,record_freq,max_streak,pct_above_p90
1874,Polar,North America,0.6451,0.0188,1,0.125
1874,Polar,Ocean / Unclassified,0.8162,0.0149,1,0.0373
1874,Temperate,Africa,0.5596,0.0074,1,0.0519
1874,Temperate,Antarctica,0.645,0.0208,1,0.1528
1874,Temperate,Asia,0.3529,0.0211,2,0.1211
1874,Temperate,Australia-Oceania,0.5465,0.0294,2,0.1225
1874,Temperate,Europe,0.3427,0.0172,2,0.0632
1874,Temperate,North America,0.4543,0.0287,3,0.0726
1874,Temperate,Ocean / Unclassified,0.6461,0.036,2,0.0989
1874,Temperate,South America,0.535,0.0278,1,0.1056
1874,Tropical,Africa,0.4533,0.0364,1,0.0576
1874,Tropical,Asia,0.5682,0.0229,1,0.0496
1874,Tropical,Australia-Oceania,0.5457,0.024,2,0.1202
1874,Tropical,North America,0.6338,0.0417,1,0.0625
1874,Tropical,Ocean / Unclassified,0.6643,0.0276,2,0.1004
1874,Tropical,South America,0.356,0.0056,1,0.0167
1875,Polar,Antarctica,0.8316,0.0127,1,0.0799
1875,Polar,Asia,0.5576,0.0,0,0.0043
1875,Polar,Europe,0.5534,0.0,0,0.2045
1875,Polar,North America,0.6383,0.0031,1,0.0094
1875,Polar,Ocean / Unclassified,0.8207,0.0187,1,0.0373
1875,Temperate,Africa,0.5523,0.0259,1,0.037
1875,Temperate,Antarctica,0.6456,0.0521,1,0.1632
1875,Temperate,Asia,0.3525,0.0228,1,0.0947
1875,Temperate,Australia-Oceania,0.5621,0.1569,1,0.2549
1875,Temperate,Europe,0.3445,0.023,1,0.0402
1875,Temperate,North America,0.4544,0.0389,2,0.1047
1875,Temperate,Ocean / Unclassified,0.647,0.0348,2,0.1101
1875,Temperate,South America,0.5261,0.0222,1,0.0944
1875,Tropical,Africa,0.4554,0.0515,1,0.1394
1875,Tropical,Asia,0.5853,0.0573,1,0.1679
1875,Tropical,Australia-Oceania,0.549,0.0529,1,0.1058
1875,Tropical,North America,0.6417,0.0,0,0.0
1875,Tropical,Ocean / Unclassified,0.6624,0.0197,1,0.0866
1875,Tropical,South America,0.3596,0.0278,1,0.0667
1876,Polar,Antarctica,0.837,0.0382,2,0.2199
1876,Polar,Asia,0.5604,0.0172,1,0.0345
1876,Polar,Europe,0.5439,0.0,0,0.0227
1876,Polar,North America,0.6383,0.0156,1,0.0562
1876,Polar,Ocean / Unclassified,0.815,0.0,0,0.0037
1876,Temperate,Africa,0.5671,0.0815,1,0.1519
1876,Temperate,Antarctica,0.6438,0.0278,1,0.1181
1876,Temperate,Asia,0.3548,0.0333,1,0.0965
1876,Temperate,Australia-Oceania,0.5444,0.0686,2,0.1961
1876,Temperate,Europe,0.3495,0.1379,1,0.1839
1876,Temperate,North America,0.4602,0.0456,2,0.1537
1876,Temperate,Ocean / Unclassified,0.6479,0.0461,2,0.1742
1876,Temperate,South America,0.5354,0.0056,1,0.1556
1876,Tropical,Africa,0.4563,0.0545,2,0.1242
1876,Tropical,Asia,0.5648,0.0153,1,0.084
1876,Tropical,Australia-Oceania,0.5406,0.0913,1,0.1538
1876,Tropical,North America,0.6406,0.0417,1,0.1875
1876,Tropical,Ocean / Unclassified,0.6665,0.0945,1,0.2028
1876,Tropical,South America,0.3612,0.0333,1,0.0944
1877,Polar,Antarctica,0.836,0.0231,2,0.1991
1877,Polar,Asia,0.5599,0.0345,1,0.1078
1877,Polar,Europe,0.5368,0.0,0,0.0
1877,Polar,North America,0.6408,0.0,0,0.0312
1877,Polar,Ocean / Unclassified,0.8115,0.0,0,0.0336
1877,Temperate,Africa,0.5724,0.0778,1,0.1889
1877,Temperate,Antarctica,0.6451,0.0069,1,0.184
1877,Temperate,Asia,0.3577,0.0579,2,0.1772
1877,Temperate,Australia-Oceania,0.5472,0.0588,2,0.1373
1877,Temperate,Europe,0.3501,0.0977,2,0.1207
1877,Temperate,North America,0.4553,0.0186,2,0.0659
1877,Temperate,Ocean / Unclassified,0.6453,0.0236,2,0.1202
1877,Temperate,South America,0.5361,0.0611,1,0.1722
1877,Tropical,Africa,0.4572,0.0485,2,0.1091
1877,Tropical,Asia,0.5636,0.0153,1,0.0458
1877,Tropical,Australia-Oceania,0.5409,0.0096,1,0.1538
1877,Tropical,North America,0.6326,0.0104,1,0.0104
1877,Tropical,Ocean / Unclassified,0.67,0.0433,1,0.0984
1877,Tropical,South America,0.3589,0.0333,1,0.0778
1878,Polar,Antarctica,0.8366,0.0613,1,0.1852
1878,Polar,Asia,0.5687,0.0302,2,0.1164
1878,Polar,Europe,0.5363,0.0,0,0.0
1878,Polar,North America,0.6553,0.0438,1,0.2562
1878,Polar,Ocean / Unclassified,0.8185,0.0075,1,0.0709
1878,Temperate,Africa,0.5676,0.0593,1,0.1556
1878,Temperate,Antarctica,0.6413,0.0035,1,0.059
1878,Temperate,Asia,0.3573,0.0351,3,0.1386
1878,Temperate,Australia-Oceania,0.5486,0.0441,1,0.1029
1878,Temperate,Europe,0.348,0.0402,1,0.1379
1878,Temperate,North America,0.4601,0.0608,2,0.1503
1878,Temperate,Ocean / Unclassified,0.646,0.0191,2,0.0854
1878,Temperate,South America,0.5353,0.0667,2,0.1944
1878,Tropical,Africa,0.4552,0.0394,1,0.1
1878,Tropical,Asia,0.5691,0.0115,1,0.042
1878,Tropical,Australia-Oceania,0.5434,0.0144,1,0.0769
1878,Tropical,North America,0.6339,0.0521,1,0.1458
1878,Tropical,Ocean / Unclassified,0.6686,0.0217,2,0.0906
1878,Tropical,South America,0.3569,0.0222,1,0.0944
1879,Polar,Antarctica,0.828,0.0023,1,0.066
1879,Polar,Asia,0.5589,0.0,0,0.0259
1879,Polar,Europe,0.5366,0.0,0,0.0227
1879,Polar,North America,0.638,0.0094,1,0.0562
1879,Polar,Ocean / Unclassified,0.8146,0.0,0,0.0
1879,Temperate,Africa,0.5649,0.0556,1,0.1222
1879,Temperate,Antarctica,0.6435,0.0069,1,0.0521
1879,Temperate,Asia,0.3582,0.0596,2,0.1281
1879,Temperate,Australia-Oceania,0.5491,0.0245,1,0.1618
1879,Temperate,Europe,0.3501,0.0862,2,0.1954
1879,Temperate,North America,0.4574,0.0253,2,0.1267
1879,Temperate,Ocean / Unclassified,0.6467,0.0213,1,0.0921
1879,Temperate,South America,0.529,0.0389,1,0.1389
1879,Tropical,Africa,0.4547,0.0364,2,0.0697
1879,Tropical,Asia,0.5679,0.0191,1,0.0802
1879,Tropical,Australia-Oceania,0.5477,0.0337,1,0.1442
1879,Tropical,North America,0.6325,0.0521,1,0.0625
1879,Tropical,Ocean / Unclassified,0.6695,0.0315,2,0.0846
1879,Tropical,South America,0.3657,0.0333,1,0.1444
1880,Polar,Antarctica,0.8288,0.0046,1,0.0787
1880,Polar,Asia,0.5698,0.0216,1,0.1293
1880,Polar,Europe,0.5502,0.0227,1,0.0227
1880,Polar,North America,0.6418,0.0188,1,0.1031
1880,Polar,Ocean / Unclassified,0.8174,0.0037,1,0.0299
1880,Temperate,Africa,0.5565,0.0259,1,0.0407
1880,Temperate,Antarctica,0.6435,0.0174,1,0.1076
1880,Temperate,Asia,0.3523,0.0175,1,0.0632
1880,Temperate,Australia-Oceania,0.5522,0.0098,1,0.0931
1880,Temperate,Europe,0.3447,0.0402,2,0.069
1880,Temperate,North America,0.454,0.0287,1,0.1149
1880,Temperate,Ocean / Unclassified,0.6463,0.0292,1,0.0921
1880,Temperate,South America,0.5211,0.0,0,0.0944
1880,Tropical,Africa,0.4547,0.0424,1,0.1273
1880,Tropical,Asia,0.5834,0.0687,1,0.1603
1880,Tropical,Australia-Oceania,0.5575,0.0625,1,0.2115
1880,Tropical,North America,0.6497,0.1146,1,0.1875
1880,Tropical,Ocean / Unclassified,0.6584,0.0591,1,0.2067
1880,Tropical,South America,0.3673,0.0778,1,0.25
1881,Polar,Antarctica,0.8345,0.0081,1,0.0741
1881,Polar,Asia,0.5716,0.0517,1,0.2328
1881,Polar,Europe,0.5554,0.1136,2,0.1136
1881,Polar,North America,0.6392,0.0,0,0.0094
1881,Polar,Ocean / Unclassified,0.826,0.0,0,0.2201
1881,Temperate,Africa,0.5704,0.0259,2,0.1481
1881,Temperate,Antarctica,0.6391,0.0,0,0.0139
1881,Temperate,Asia,0.3514,0.0175,2,0.0789
1881,Temperate,Australia-Oceania,0.5416,0.0098,1,0.0343
1881,Temperate,Europe,0.3396,0.0115,1,0.0345
1881,Temperate,North America,0.4616,0.0439,2,0.1537
1881,Temperate,Ocean / Unclassified,0.6486,0.0191,2,0.0843
1881,Temperate,South America,0.5281,0.0,0,0.0444
1881,Tropical,Africa,0.4563,0.0455,1,0.0667
1881,Tropical,Asia,0.5742,0.0382,1,0.084
1881,Tropical,Australia-Oceania,0.5495,0.0865,1,0.2067
1881,Tropical,North America,0.6457,0.0312,1,0.1354
1881,Tropical,Ocean / Unclassified,0.6595,0.0295,1,0.1102
1881,Tropical,South America,0.3611,0.0722,2,0.1222
1882,Polar,Antarctica,0.8293,0.0012,1,0.0498
1882,Polar,Asia,0.5549,0.0,0,0.0043
1882,Polar,Europe,0.5351,0.0,0,0.0
1882,Polar,North America,0.6427,0.0031,1,0.0531
1882,Polar,Ocean / Unclassified,0.8148,0.0,0,0.0
1882,Temperate,Africa,0.5771,0.0815,1,0.2519
1882,Temperate,Antarctica,0.6414,0.0069,1,0.0694
1882,Temperate,Asia,0.3598,0.0456,1,0.1754
1882,Temperate,Australia-Oceania,0.5443,0.0,0,0.0441
1882,Temperate,Europe,0.349,0.069,1,0.1322
1882,Temperate,North America,0.4569,0.027,1,0.1351
1882,Temperate,Ocean / Unclassified,0.6471,0.0258,1,0.1404
1882,Temperate,South America,0.5424,0.0889,1,0.2611
1882,Tropical,Africa,0.4628,0.0848,2,0.2606
1882,Tropical,Asia,0.5584,0.0076,1,0.0763
1882,Tropical,Australia-Oceania,0.5369,0.0048,1,0.0865
1882,Tropical,North America,0.6248,0.0,0,0.0312
1882,Tropical,Ocean / Unclassified,0.6709,0.0079,1,0.0945
1882,Tropical,South America,0.3595,0.0222,3,0.1389
1883,Polar,Antarctica,0.8351,0.0058,1,0.1134
1883,Polar,Asia,0.5603,0.0129,1,0.1078
1883,Polar,Europe,0.5402,0.0,0,0.0
1883,Polar,North America,0.6408,0.0125,1,0.0562
1883,Polar,Ocean / Unclassified,0.8097,0.0,0,0.0224
1883,Temperate,Africa,0.5632,0.0481,2,0.1148
1883,Temperate,Antarctica,0.6457,0.0035,1,0.2049
1883,Temperate,Asia,0.3545,0.0193,2,0.1105
1883,Temperate,Australia-Oceania,0.5478,0.0049,1,0.0735
1883,Temperate,Europe,0.3443,0.0172,1,0.092
1883,Temperate,North America,0.4552,0.0152,1,0.0912
1883,Temperate,Ocean / Unclassified,0.6465,0.0236,1,0.1112
1883,Temperate,South America,0.5274,0.0167,1,0.0889
1883,Tropical,Africa,0.4649,0.1091,2,0.3061
1883,Tropical,Asia,0.5765,0.0534,1,0.1527
1883,Tropical,Australia-Oceania,0.5512,0.024,1,0.1779
1883,Tropical,North America,0.6381,0.0208,1,0.0729
1883,Tropical,Ocean / Unclassified,0.663,0.0217,1,0.1024
1883,Tropical,South America,0.3591,0.0111,1,0.05
1884,Polar,Antarctica,0.8343,0.0162,1,0.0787
1884,Polar,Asia,0.5691,0.0259,1,0.2284
1884,Polar,Europe,0.5572,0.3636,1,0.2273
1884,Polar,North America,0.6496,0.0656,2,0.15
1884,Polar,Ocean / Unclassified,0.8216,0.0,0,0.1567
1884,Temperate,Africa,0.5605,0.037,1,0.1074
1884,Temperate,Antarctica,0.6409,0.0,0,0.0104
1884,Temperate,Asia,0.357,0.0333,1,0.1439
1884,Temperate,Australia-Oceania,0.554,0.049,1,0.1422
1884,Temperate,Europe,0.3444,0.0575,1,0.1149
1884,Temperate,North America,0.4577,0.0574,2,0.1419
1884,Temperate,Ocean / Unclassified,0.6466,0.0303,1,0.1146
1884,Temperate,South America,0.535,0.0278,1,0.1222
1884,Tropical,Africa,0.4494,0.0394,1,0.0394
1884,Tropical,Asia,0.5685,0.0038,1,0.0496
1884,Tropical,Australia-Oceania,0.5471,0.0192,1,0.1202
1884,Tropical,North America,0.6404,0.0312,1,0.1146
1884,Tropical,Ocean / Unclassified,0.6667,0.0453,1,0.0728
1884,Tropical,South America,0.3612,0.0167,1,0.1
1885,Polar,Antarctica,0.833,0.0046,1,0.1227
1885,Polar,Asia,0.5587,0.0862,1,0.1638
1885,Polar,Europe,0.5534,0.0227,1,0.25
1885,Polar,North America,0.6373,0.0281,2,0.0625
1885,Polar,Ocean / Unclassified,0.8217,0.0597,1,0.1754
1885,Temperate,Africa,0.5655,0.037,2,0.1111
1885,Temperate,Antarctica,0.6416,0.0174,1,0.0799
1885,Temperate,Asia,0.357,0.0368,2,0.1298
1885,Temperate,Australia-Oceania,0.5486,0.0098,1,0.0833
1885,Temperate,Europe,0.348,0.069,1,0.1494
1885,Temperate,North America,0.4583,0.0287,1,0.1588
1885,Temperate,Ocean / Unclassified,0.6465,0.036,1,0.1191
1885,Temperate,South America,0.5263,0.0111,1,0.0722
1885,Tropical,Africa,0.4625,0.0909,2,0.2485
1885,Tropical,Asia,0.5797,0.0954,1,0.2481
1885,Tropical,Australia-Oceania,0.5502,0.0865,1,0.1106
1885,Tropical,North America,0.6338,0.0,0,0.0729
1885,Tropical,Ocean / Unclassified,0.6644,0.0295,2,0.1654
1885,Tropical,South America,0.3593,0.0667,2,0.1722
1886,Polar,Antarctica,0.8308,0.0035,1,0.0509
1886,Polar,Asia,0.5743,0.0733,1,0.2629
1886,Polar,Europe,0.5621,0.0909,1,0.2955
1886,Polar,North America,0.6536,0.0719,2,0.3438
1886,Polar,Ocean / Unclassified,0.8279,0.0112,1,0.2388
1886,Temperate,Africa,0.562,0.0037,2,0.037
1886,Temperate,Antarctica,0.6418,0.0208,1,0.059
1886,Temperate,Asia,0.3544,0.0123,1,0.086
1886,Temperate,Australia-Oceania,0.5543,0.0049,1,0.0931
1886,Temperate,Europe,0.3434,0.0115,1,0.0575
1886,Temperate,North America,0.4573,0.0068,1,0.0693
1886,Temperate,Ocean / Unclassified,0.6472,0.0112,2,0.082
1886,Temperate,South America,0.5238,0.0056,1,0.0611
1886,Tropical,Africa,0.461,0.0758,2,0.1879
1886,Tropical,Asia,0.5875,0.0802,1,0.1603
1886,Tropical,Australia-Oceania,0.546,0.0048,1,0.0192
1886,Tropical,North America,0.6527,0.0104,1,0.0417
1886,Tropical,Ocean / Unclassified,0.661,0.0236,1,0.0591
1886,Tropical,South America,0.3556,0.0611,1,0.0556
1887,Polar,Antarctica,0.8344,0.0428,1,0.1736
1887,Polar,Asia,0.5587,0.0086,1,0.0474
1887,Polar,Europe,0.5555,0.0909,2,0.2273
1887,Polar,North America,0.6377,0.0,0,0.0406
1887,Polar,Ocean / Unclassified,0.8055,0.0,0,0.0
1887,Temperate,Africa,0.5717,0.0185,1,0.1778
1887,Temperate,Antarctica,0.6444,0.0451,1,0.1562
1887,Temperate,Asia,0.3575,0.0211,1,0.1263
1887,Temperate,Australia-Oceania,0.5519,0.0245,2,0.1029
1887,Temperate,Europe,0.351,0.0345,1,0.2011
1887,Temperate,North America,0.4564,0.0203,1,0.0997
1887,Temperate,Ocean / Unclassified,0.6474,0.0382,3,0.1258
1887,Temperate,South America,0.5312,0.0333,1,0.1389
1887,Tropical,Africa,0.4589,0.0091,3,0.1152
1887,Tropical,Asia,0.5676,0.0115,2,0.0649
1887,Tropical,Australia-Oceania,0.5452,0.0048,1,0.0962
1887,Tropical,North America,0.6358,0.0104,1,0.0312
1887,Tropical,Ocean / Unclassified,0.6639,0.0236,1,0.1063
1887,Tropical,South America,0.3566,0.0056,1,0.0444
1888,Polar,Antarctica,0.8317,0.0046,1,0.103
1888,Polar,Asia,0.5676,0.0302,1,0.181
1888,Polar,Europe,0.5546,0.0,0,0.2045
1888,Polar,North America,0.6408,0.0094,1,0.0906
1888,Polar,Ocean / Unclassified,0.8201,0.0,0,0.041
1888,Temperate,Africa,0.5684,0.0259,1,0.1111
1888,Temperate,Antarctica,0.6426,0.0069,1,0.0972
1888,Temperate,Asia,0.3573,0.0649,1,0.1509
1888,Temperate,Australia-Oceania,0.5496,0.0539,1,0.1912
1888,Temperate,Europe,0.3474,0.0345,1,0.1034
1888,Temperate,North America,0.4572,0.0203,1,0.1334
1888,Temperate,Ocean / Unclassified,0.6467,0.0247,2,0.127
1888,Temperate,South America,0.5395,0.0389,2,0.1722
1888,Tropical,Africa,0.4599,0.0424,1,0.1485
1888,Tropical,Asia,0.5602,0.0038,1,0.0267
1888,Tropical,Australia-Oceania,0.5466,0.0048,1,0.0721
1888,Tropical,North America,0.627,0.0,0,0.0208
1888,Tropical,Ocean / Unclassified,0.6704,0.0098,2,0.1122
1888,Tropical,South America,0.3532,0.0056,1,0.0278
1889,Polar,Antarctica,0.8321,0.0023,1,0.0914
1889,Polar,Asia,0.5665,0.0129,1,0.1853
1889,Polar,Europe,0.5375,0.0,0,0.0227
1889,Polar,North America,0.6456,0.0188,1,0.1375
1889,Polar,Ocean / Unclassified,0.8211,0.0336,1,0.2463
1889,Temperate,Africa,0.5648,0.0148,1,0.0778
1889,Temperate,Antarctica,0.642,0.0,0,0.0729
1889,Temperate,Asia,0.3536,0.0211,2,0.1
1889,Temperate,Australia-Oceania,0.5545,0.0,0,0.0588
1889,Temperate,Europe,0.3505,0.0575,2,0.1379
1889,Temperate,North America,0.4554,0.0287,1,0.0963
1889,Temperate,Ocean / Unclassified,0.6471,0.0371,1,0.1337
1889,Temperate,South America,0.5306,0.0,0,0.0833
1889,Tropical,Africa,0.4587,0.0515,1,0.1515
1889,Tropical,Asia,0.5701,0.0191,1,0.0687
1889,Tropical,Australia-Oceania,0.5431,0.0,0,0.0481
1889,Tropical,North America,0.629,0.0,0,0.0
1889,Tropical,Ocean / Unclassified,0.6717,0.0118,1,0.1043
1889,Tropical,South America,0.3565,0.0,0,0.0333
1890,Polar,Antarctica,0.8279,0.0012,1,0.0521
1890,Polar,Asia,0.5553,0.0,0,0.0129
1890,Polar,Europe,0.5373,0.0,0,0.0682
1890,Polar,North America,0.6412,0.0031,1,0.025
1890,Polar,Ocean / Unclassified,0.8124,0.0,0,0.0
1890,Temperate,Africa,0.5499,0.0,0,0.0185
1890,Temperate,Antarctica,0.6441,0.0104,1,0.1181
1890,Temperate,Asia,0.3531,0.0123,1,0.0754
1890,Temperate,Australia-Oceania,0.5598,0.0392,1,0.1373
1890,Temperate,Europe,0.3445,0.0345,1,0.069
1890,Temperate,North America,0.4558,0.0068,1,0.0878
1890,Temperate,Ocean / Unclassified,0.6451,0.0135,1,0.0933
1890,Temperate,South America,0.5203,0.0167,1,0.1222
1890,Tropical,Africa,0.4498,0.0,0,0.0121
1890,Tropical,Asia,0.5814,0.0382,1,0.2366
1890,Tropical,Australia-Oceania,0.5501,0.0385,1,0.1346
1890,Tropical,North America,0.6445,0.0208,1,0.0625
1890,Tropical,Ocean / Unclassified,0.6663,0.0315,1,0.1358
1890,Tropical,South America,0.3596,0.0111,1,0.0611
1891,Polar,Antarctica,0.8345,0.0012,1,0.1354
1891,Polar,Asia,0.5754,0.0905,1,0.2414
1891,Polar,Europe,0.5539,0.0,0,0.0682
1891,Polar,North America,0.6449,0.0062,1,0.1594
1891,Polar,Ocean / Unclassified,0.8222,0.0187,1,0.097
1891,Temperate,Africa,0.5517,0.0074,1,0.0407
1891,Temperate,Antarctica,0.6423,0.0,0,0.0382
1891,Temperate,Asia,0.3514,0.014,1,0.0825
1891,Temperate,Australia-Oceania,0.5519,0.0343,2,0.1127
1891,Temperate,Europe,0.3396,0.0,0,0.0115
1891,Temperate,North America,0.4573,0.0152,1,0.1233
1891,Temperate,Ocean / Unclassified,0.6465,0.009,1,0.0719
1891,Temperate,South America,0.5276,0.0278,1,0.0833
1891,Tropical,Africa,0.4535,0.0061,1,0.0576
1891,Tropical,Asia,0.5893,0.0611,2,0.187
1891,Tropical,Australia-Oceania,0.5513,0.024,2,0.1202
1891,Tropical,North America,0.6549,0.1354,1,0.3125
1891,Tropical,Ocean / Unclassified,0.6567,0.0394,1,0.0965
1891,Tropical,South America,0.3648,0.0222,1,0.1167
1892,Polar,Antarctica,0.8345,0.0023,1,0.1146
1892,Polar,Asia,0.561,0.0,0,0.125
1892,Polar,Europe,0.5441,0.0227,1,0.0
1892,Polar,North America,0.6475,0.0219,1,0.125
1892,Polar,Ocean / Unclassified,0.8189,0.0149,1,0.0187
1892,Temperate,Africa,0.5672,0.0333,1,0.1222
1892,Temperate,Antarctica,0.6404,0.0,0,0.0278
1892,Temperate,Asia,0.3524,0.007,1,0.0404
1892,Temperate,Australia-Oceania,0.5514,0.0,0,0.0392
1892,Temperate,Europe,0.3468,0.0287,1,0.1264
1892,Temperate,North America,0.4587,0.022,1,0.103
1892,Temperate,Ocean / Unclassified,0.6478,0.0213,2,0.0854
1892,Temperate,South America,0.5323,0.0056,1,0.1167
1892,Tropical,Africa,0.4572,0.0182,1,0.1
1892,Tropical,Asia,0.5752,0.0076,1,0.0573
1892,Tropical,Australia-Oceania,0.5482,0.0,0,0.0288
1892,Tropical,North America,0.6446,0.0104,1,0.0625
1892,Tropical,Ocean / Unclassified,0.6616,0.0157,1,0.0335
1892,Tropical,South America,0.3604,0.0167,2,0.0611
1893,Polar,Antarctica,0.826,0.0023,1,0.0498
1893,Polar,Asia,0.5667,0.0517,1,0.194
1893,Polar,Europe,0.5433,0.0,0,0.0682
1893,Polar,North America,0.6397,0.0094,1,0.0812
1893,Polar,Ocean / Unclassified,0.8182,0.0,0,0.0373
1893,Temperate,Africa,0.5738,0.063,1,0.1815
1893,Temperate,Antarctica,0.6435,0.0104,1,0.0903
1893,Temperate,Asia,0.3575,0.0263,1,0.1386
1893,Temperate,Australia-Oceania,0.5475,0.0245,1,0.1324
1893,Temperate,Europe,0.3514,0.0747,2,0.2184
1893,Temperate,North America,0.4558,0.0068,1,0.0726
1893,Temperate,Ocean / Unclassified,0.6448,0.0079,1,0.0831
1893,Temperate,South America,0.5352,0.0111,1,0.1056
1893,Tropical,Africa,0.4578,0.0667,1,0.1576
1893,Tropical,Asia,0.5547,0.0,0,0.0
1893,Tropical,Australia-Oceania,0.5449,0.0,0,0.0529
1893,Tropical,North America,0.6228,0.0104,1,0.0104
1893,Tropical,Ocean / Unclassified,0.6739,0.0079,1,0.1535
1893,Tropical,South America,0.3583,0.0,0,0.0389
1894,Polar,Antarctica,0.8362,0.0613,1,0.1875
1894,Polar,Asia,0.5652,0.0129,1,0.1078
1894,Polar,Europe,0.5421,0.0,0,0.0
1894,Polar,North America,0.6453,0.0406,1,0.1094
1894,Polar,Ocean / Unclassified,0.8193,0.0,0,0.041
1894,Temperate,Africa,0.5591,0.0222,1,0.0778
1894,Temperate,Antarctica,0.6437,0.0069,1,0.0764
1894,Temperate,Asia,0.356,0.0088,1,0.0825
1894,Temperate,Australia-Oceania,0.5576,0.0147,1,0.098
1894,Temperate,Europe,0.347,0.0632,2,0.1322
1894,Temperate,North America,0.453,0.027,2,0.0861
1894,Temperate,Ocean / Unclassified,0.6446,0.0079,2,0.0596
1894,Temperate,South America,0.5262,0.0,0,0.0944
1894,Tropical,Africa,0.459,0.0121,1,0.1485
1894,Tropical,Asia,0.5822,0.0038,1,0.1069
1894,Tropical,Australia-Oceania,0.5466,0.0,0,0.0288
1894,Tropical,North America,0.6423,0.0208,1,0.0208
1894,Tropical,Ocean / Unclassified,0.6614,0.0118,1,0.0748
1894,Tropical,South America,0.3628,0.0278,1,0.0944
1895,Polar,Antarctica,0.835,0.0336,2,0.184
1895,Polar,Asia,0.5556,0.0,0,0.0043
1895,Polar,Europe,0.5524,0.0455,1,0.0455
1895,Polar,North America,0.6351,0.0156,1,0.0219
1895,Polar,Ocean / Unclassified,0.8147,0.0149,1,0.0149
1895,Temperate,Africa,0.5596,0.0111,2,0.0481
1895,Temperate,Antarctica,0.6466,0.0243,1,0.1979
1895,Temperate,Asia,0.352,0.0123,1,0.0684
1895,Temperate,Australia-Oceania,0.5508,0.0147,1,0.0735
1895,Temperate,Europe,0.3405,0.0,0,0.0345
1895,Temperate,North America,0.4618,0.0253,1,0.1402
1895,Temperate,Ocean / Unclassified,0.6475,0.0112,1,0.1045
1895,Temperate,South America,0.5267,0.0056,1,0.05
1895,Tropical,Africa,0.4588,0.0303,1,0.1485
1895,Tropical,Asia,0.585,0.0573,1,0.2099
1895,Tropical,Australia-Oceania,0.5552,0.0,0,0.1106
1895,Tropical,North America,0.6588,0.0417,1,0.2396
1895,Tropical,Ocean / Unclassified,0.6583,0.0059,1,0.0807
1895,Tropical,South America,0.3619,0.0,0,0.0944
1896,Polar,Antarctica,0.8317,0.0,0,0.0359
1896,Polar,Asia,0.563,0.0043,1,0.069
1896,Polar,Europe,0.5506,0.0227,1,0.0
1896,Polar,North America,0.6478,0.0656,1,0.2031
1896,Polar,Ocean / Unclassified,0.8274,0.056,1,0.2836
1896,Temperate,Africa,0.5706,0.0037,1,0.0889
1896,Temperate,Antarctica,0.6406,0.0,0,0.0174
1896,Temperate,Asia,0.358,0.0298,1,0.1351
1896,Temperate,Australia-Oceania,0.547,0.0098,1,0.098
1896,Temperate,Europe,0.3424,0.0172,1,0.0747
1896,Temperate,North America,0.4549,0.0152,1,0.0946
1896,Temperate,Ocean / Unclassified,0.6469,0.0135,1,0.1
1896,Temperate,South America,0.534,0.0389,1,0.1278
1896,Tropical,Africa,0.4529,0.0182,1,0.0424
1896,Tropical,Asia,0.564,0.0038,1,0.0496
1896,Tropical,Australia-Oceania,0.5405,0.0,0,0.0144
1896,Tropical,North America,0.636,0.0417,1,0.0729
1896,Tropical,Ocean / Unclassified,0.6722,0.0039,1,0.0945
1896,Tropical,South America,0.3621,0.0056,1,0.0556
1897,Polar,Antarctica,0.8368,0.0127,1,0.1273
1897,Polar,Asia,0.562,0.0,0,0.1293
1897,Polar,Europe,0.5505,0.0909,1,0.2273
1897,Polar,North America,0.6487,0.0031,1,0.1562
1897,Polar,Ocean / Unclassified,0.8211,0.0112,2,0.1716
1897,Temperate,Africa,0.5602,0.0037,1,0.0667
1897,Temperate,Antarctica,0.6438,0.059,1,0.1181
1897,Temperate,Asia,0.3571,0.0474,1,0.1632
1897,Temperate,Australia-Oceania,0.5508,0.0,0,0.0245
1897,Temperate,Europe,0.3442,0.046,1,0.1092
1897,Temperate,North America,0.455,0.0118,1,0.0878
1897,Temperate,Ocean / Unclassified,0.6472,0.0247,2,0.091
1897,Temperate,South America,0.5336,0.0222,1,0.1444
1897,Tropical,Africa,0.4501,0.003,1,0.0182
1897,Tropical,Asia,0.5773,0.0611,1,0.1336
1897,Tropical,Australia-Oceania,0.5462,0.0,0,0.0529
1897,Tropical,North America,0.6454,0.0833,1,0.0625
1897,Tropical,Ocean / Unclassified,0.6653,0.0177,1,0.065
1897,Tropical,South America,0.3649,0.1444,1,0.2
1898,Polar,Antarctica,0.8348,0.0255,1,0.1296
1898,Polar,Asia,0.5599,0.0,0,0.0129
1898,Polar,Europe,0.557,0.0455,1,0.1818
1898,Polar,North America,0.6432,0.0,0,0.05
1898,Polar,Ocean / Unclassified,0.8186,0.0,0,0.0075
1898,Temperate,Africa,0.5653,0.0037,1,0.1407
1898,Temperate,Antarctica,0.6442,0.0139,1,0.1354
1898,Temperate,Asia,0.3555,0.0211,2,0.0895
1898,Temperate,Australia-Oceania,0.5484,0.0,0,0.0637
1898,Temperate,Europe,0.3409,0.0115,1,0.0632
1898,Temperate,North America,0.4543,0.0186,1,0.1047
1898,Temperate,Ocean / Unclassified,0.6476,0.0225,2,0.136
1898,Temperate,South America,0.5329,0.0111,1,0.1389
1898,Tropical,Africa,0.4567,0.0212,1,0.1061
